Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits,,,
Low_Risk:Dalembert,248,87.067,474.478,-1082,-36.067,3920.823,,,
Low_Risk:Dalembert,249,90.067,317.513,-911,-30.367,3682.585,,,
Low_Risk:Dalembert,250,83.633,725.826,-734,-24.467,4119.085,,,
Low_Risk:Dalembert,251,91.067,243.926,-870,-29,3211.103,,,
Low_Risk:Dalembert,252,77.467,879.085,-1917,-63.9,2661.059,,,
Low_Risk:Dalembert,253,83.033,681.482,-1276,-42.533,4019.775,,,
Low_Risk:Dalembert,254,89.433,437.909,-474,-15.8,3733.614,,,
Low_Risk:Dalembert,255,79.2,620.303,-1807,-60.233,2924.599,,,
Low_Risk:Dalembert,256,91.067,291.237,-973,-32.433,3502.806,,,
Low_Risk:Dalembert,257,88.367,399.068,-587,-19.567,3744.875,,,
Low_Risk:Dalembert,258,83.633,599.344,-1223,-40.767,3878.323,,,
Low_Risk:Dalembert,259,96.233,109.22,-129,-4.3,3530.01,,,
Low_Risk:Dalembert,260,88.433,348.254,-796,-26.533,4509.223,,,
Low_Risk:Dalembert,261,89.833,398.489,-870,-29,4156.759,,,
Low_Risk:Dalembert,262,92.467,214.189,-734,-24.467,3723.43,,,
Low_Risk:Dalembert,263,83.967,547.62,-1588,-52.933,3349.444,,,
Low_Risk:Dalembert,264,85.433,524.806,-1196,-39.867,3050.602,,,
Low_Risk:Dalembert,265,84.167,581.04,-1043,-34.767,3485.978,,,
Low_Risk:Dalembert,266,85.033,589.62,-1326,-44.2,3700.303,,,
Low_Risk:Dalembert,267,89.4,363.214,-1101,-36.7,3603.39,,,
Low_Risk:Dalembert,268,93.267,231.651,-581,-19.367,2980.723,,,
Low_Risk:Dalembert,269,84.933,533.168,-1001,-33.367,4474.102,,,
Low_Risk:Dalembert,270,87.867,450.257,-741,-24.7,3893.872,,,
Low_Risk:Dalembert,271,80.367,630.999,-1580,-52.667,3228.506,,,
Low_Risk:Dalembert,272,89.033,441.826,-803,-26.767,3660.944,,,
Low_Risk:Dalembert,273,87.4,451.214,-559,-18.633,4548.861,,,
Low_Risk:Dalembert,274,90.667,348.092,-271,-9.033,3842.516,,,
Low_Risk:Dalembert,275,83.867,572.12,-1125,-37.5,3884.603,,,
Low_Risk:Dalembert,276,82.7,560.148,-1245,-41.5,4149.362,,,
Low_Risk:Dalembert,277,79.233,719.151,-1261,-42.033,4167.068,,,
Low_Risk:Dalembert,278,94.533,253.499,-299,-9.967,2948.723,,,
Low_Risk:Dalembert,279,89.3,423.321,-933,-31.1,3779.541,,,
Low_Risk:Dalembert,280,91.8,304.717,-490,-16.333,3661.195,,,
Low_Risk:Dalembert,281,94.3,197.39,-54,-1.8,3443.476,,,
Low_Risk:Dalembert,282,92.6,275.628,-490,-16.333,3834.161,,,
Low_Risk:Dalembert,283,84.6,586.386,-1070,-35.667,4082.92,,,
Low_Risk:Dalembert,284,88.433,470.737,-709,-23.633,4001.689,,,
Low_Risk:Dalembert,285,95.733,229.237,-6,-0.2,3382.097,,,
Low_Risk:Dalembert,286,86.833,353.937,-1121,-37.367,4560.102,,,
Low_Risk:Dalembert,287,94.2,263.062,-742,-24.733,3399.72,,,
Low_Risk:Dalembert,288,90.667,366.713,-740,-24.667,3164.23,,,
Low_Risk:Dalembert,289,90.433,299.771,-547,-18.233,3723.909,,,
Low_Risk:Dalembert,290,91.667,284.368,-378,-12.6,3274.524,,,
Low_Risk:Dalembert,291,77,652.069,-1541,-51.367,3566.93,,,
Low_Risk:Dalembert,292,88.067,416.133,-656,-21.867,4246.947,,,
Low_Risk:Dalembert,293,86.833,465.937,-1293,-43.1,3291.472,,,
Low_Risk:Dalembert,294,91.267,356.271,-544,-18.133,3842.809,,,
Low_Risk:Dalembert,295,82.667,561.816,-1305,-43.5,4139.983,,,
Low_Risk:Dalembert,296,92.567,267.357,-375,-12.5,3355.776,,,
Low_Risk:Dalembert,297,92.867,200.464,-611,-20.367,3454.999,,,
Low_Risk:Dalembert,298,87.033,452.861,-731,-24.367,4359.413,,,
Low_Risk:Dalembert,299,90.633,440.033,-95,-3.167,3141.523,,,
Low_Risk:Dalembert,300,89.133,385.499,-544,-18.133,4183.913,,,
Low_Risk:Dalembert,301,93.2,187.614,-329,-10.967,3565.826,,,
Low_Risk:Dalembert,302,84.1,596.99,-721,-24.033,4164.654,,,
Low_Risk:Dalembert,303,91.733,181.03,-935,-31.167,4281.04,,,
Low_Risk:Dalembert,304,90.6,376.662,-600,-20,3707.241,,,
Low_Risk:Dalembert,305,93.333,356.92,-347,-11.567,3028.599,,,
Low_Risk:Dalembert,306,91.133,283.223,-814,-27.133,4045.016,,,
Low_Risk:Dalembert,307,89.533,445.361,-431,-14.367,3905.964,,,
Low_Risk:Dalembert,308,85.4,472.455,-1178,-39.267,4321.857,,,
Low_Risk:Dalembert,309,91.733,464.892,-85,-2.833,3205.661,,,
Low_Risk:Dalembert,310,84.467,570.051,-725,-24.167,4428.075,,,
Low_Risk:Dalembert,311,85.533,509.223,-1058,-35.267,4325.375,,,
Low_Risk:Dalembert,312,92.4,293.697,-173,-5.767,3406.944,,,
Low_Risk:Dalembert,313,84.267,498.892,-955,-31.833,4688.557,,,
Low_Risk:Dalembert,314,93.733,179.789,-433,-14.433,3417.771,,,
Low_Risk:Dalembert,315,90.733,353.926,-638,-21.267,3614.133,,,
Low_Risk:Dalembert,316,92.7,356.976,-232,-7.733,3761.789,,,
Low_Risk:Dalembert,317,87.467,480.533,-1170,-39,3234.207,,,
Low_Risk:Dalembert,318,88.5,410.259,-1082,-36.067,3914.271,,,
Low_Risk:Dalembert,319,89,361.724,-821,-27.367,3737.895,,,
Low_Risk:Dalembert,320,88.033,460.24,-742,-24.733,3871.513,,,
Low_Risk:Dalembert,321,91.2,259.2,-782,-26.067,3780.892,,,
Low_Risk:Dalembert,322,78.6,795.421,-1540,-51.333,3160.713,,,
Low_Risk:Dalembert,323,84.767,569.564,-1090,-36.333,3872.092,,,
Low_Risk:Dalembert,324,89.767,431.013,-747,-24.9,4240.645,,,
Low_Risk:Dalembert,325,87.067,447.513,-847,-28.233,3955.702,,,
Low_Risk:Dalembert,326,89.3,300.286,-1262,-42.067,4100.064,,,
Low_Risk:Dalembert,327,85.6,523.972,-1211,-40.367,4322.24,,,
Low_Risk:Dalembert,328,86.4,601.49,-742,-24.733,4636.547,,,
Low_Risk:Dalembert,329,86.967,600.654,-879,-29.3,3724.286,,,
Low_Risk:Dalembert,330,87.833,386.075,-922,-30.733,3768.34,,,
Low_Risk:Dalembert,331,91.1,306.576,-828,-27.6,3331.903,,,
Low_Risk:Dalembert,332,86.067,448.34,-746,-24.867,4237.775,,,
Low_Risk:Dalembert,333,91.433,333.151,-254,-8.467,3694.326,,,
Low_Risk:Dalembert,334,91.867,338.395,-40,-1.333,3187.333,,,
Low_Risk:Dalembert,335,89.967,418.24,-199,-6.633,3983.482,,,
Low_Risk:Dalembert,336,89.233,379.22,-944,-31.467,3819.361,,,
Low_Risk:Dalembert,337,87.467,428.395,-683,-22.767,4557.771,,,
Low_Risk:Dalembert,338,91.233,348.254,-741,-24.7,3138.217,,,
Low_Risk:Dalembert,339,94.567,144.875,-701,-23.367,3434.447,,,
Low_Risk:Dalembert,340,89.733,397.099,-932,-31.067,2657.789,,,
Low_Risk:Dalembert,341,90.033,274.171,-768,-25.6,4532.386,,,
Low_Risk:Dalembert,342,86.533,499.016,-435,-14.5,3979.776,,,
Low_Risk:Dalembert,343,87.8,461.752,-638,-21.267,4401.789,,,
Low_Risk:Dalembert,344,86.3,588.976,-639,-21.3,3274.907,,,
Low_Risk:Dalembert,345,83.867,536.947,-1201,-40.033,4360.378,,,
Low_Risk:Dalembert,346,88.033,341.757,-1028,-34.267,4461.168,,,
Low_Risk:Dalembert,347,82.533,596.464,-1300,-43.333,3584.989,,,
