Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits,,fibonacci mean day profit,,,fibonacci mean sum profits,
Moderate_Risk:Fibonacci,908,45.567,946.944,-694,-23.133,36740.533,,,,,,
Moderate_Risk:Fibonacci,909,47.767,928.185,-1284,-42.8,24167.407,,,,,,
Moderate_Risk:Fibonacci,910,52,872.966,-1414,-47.133,19529.223,,,,,,
Moderate_Risk:Fibonacci,911,46.333,872.23,-915,-30.5,40270.19,,,,,,
Moderate_Risk:Fibonacci,912,53.533,686.326,-1426,-47.533,22274.189,,,,,,
Moderate_Risk:Fibonacci,913,48,893.655,684,22.8,256572.579,,,,,,
Moderate_Risk:Fibonacci,914,50.033,1069.551,-709,-23.633,36948.102,,,,,,
Moderate_Risk:Fibonacci,915,50.933,885.375,-660,-22,52552.621,,,,,,
Moderate_Risk:Fibonacci,916,48.633,1000.24,-1078,-35.933,18656.478,,,,,,
Moderate_Risk:Fibonacci,917,45,801.862,-941,-31.367,42513.137,,,,,,
Moderate_Risk:Fibonacci,918,57.533,1019.154,2035,67.833,143191.868,,,,,,
Moderate_Risk:Fibonacci,919,44.667,1134.782,-1504,-50.133,14126.257,,,,,,
Moderate_Risk:Fibonacci,920,58.567,902.668,-453,-15.1,30403.61,,,,,,
Moderate_Risk:Fibonacci,921,53.533,808.257,-598,-19.933,48169.168,,,,,,
Moderate_Risk:Fibonacci,922,37.767,728.185,-2026,-67.533,9875.982,,,,,,
Moderate_Risk:Fibonacci,923,43.033,786.447,-2152,-71.733,8254.892,,,,,,
Moderate_Risk:Fibonacci,924,48.3,995.252,-1194,-39.8,19976.166,,,,,,
Moderate_Risk:Fibonacci,925,45.667,1017.54,-1018,-33.933,25075.926,,,,,,
Moderate_Risk:Fibonacci,926,50.467,877.706,-1884,-62.8,9760.166,,,,,,
Moderate_Risk:Fibonacci,927,44.167,522.557,-2584,-86.133,5768.533,,,,,,
Moderate_Risk:Fibonacci,928,50.033,995.206,-1036,-34.533,32294.947,,,,,,
Moderate_Risk:Fibonacci,929,49.933,783.857,-2263,-75.433,9244.806,,,,,,
Moderate_Risk:Fibonacci,930,47.767,898.392,-1593,-53.1,23819.955,,,,,,
Moderate_Risk:Fibonacci,931,50.1,592.369,-2151,-71.7,12079.941,,,,,,
Moderate_Risk:Fibonacci,932,61.233,1125.633,-807,-26.9,21209.059,,,,,,
Moderate_Risk:Fibonacci,933,48.733,970.34,-634,-21.133,57190.809,,,,,,
Moderate_Risk:Fibonacci,934,44.233,929.426,-1608,-53.6,17124.593,,,,,,
Moderate_Risk:Fibonacci,935,50.633,1114.102,-929,-30.967,26749.482,,,,,,
Moderate_Risk:Fibonacci,936,47.2,892.855,-1934,-64.467,12534.809,,,,,,
Moderate_Risk:Fibonacci,937,53.8,977.752,-555,-18.5,29978.81,,,,,,
Moderate_Risk:Fibonacci,938,63.1,1127.128,2154,71.8,86764.579,,,,,,
Moderate_Risk:Fibonacci,939,47.867,894.947,-2275,-75.833,8458.764,,,,,,
Moderate_Risk:Fibonacci,940,54.9,949.61,-416,-13.867,42584.326,,,,,,
Moderate_Risk:Fibonacci,941,51.267,854.409,-925,-30.833,36359.661,,,,,,
Moderate_Risk:Fibonacci,942,40.367,886.999,-273,-9.1,67168.024,,,,,,
Moderate_Risk:Fibonacci,943,54.567,1113.909,227,7.567,51559.289,,,,,,
Moderate_Risk:Fibonacci,944,54.3,943.459,-1123,-37.433,35417.289,,,,,,
Moderate_Risk:Fibonacci,945,46.8,890.234,-2166,-72.2,9458.097,,,,,,
Moderate_Risk:Fibonacci,946,46.367,891.344,-1338,-44.6,27766.179,,,,,,
Moderate_Risk:Fibonacci,947,48.8,989.407,-251,-8.367,81414.447,,,,,,
Moderate_Risk:Fibonacci,948,44,842.345,-1218,-40.6,32624.662,,,,,,
Moderate_Risk:Fibonacci,949,50.2,908.372,-1890,-63,9942.069,,,,,,
Moderate_Risk:Fibonacci,950,46.767,865.633,-890,-29.667,41339.402,,,,,,
Moderate_Risk:Fibonacci,951,61.5,932.259,297,9.9,30494.438,,,,,,
Moderate_Risk:Fibonacci,952,49.367,955.689,-190,-6.333,55994.092,,,,,,
Moderate_Risk:Fibonacci,953,52.7,848.493,-1205,-40.167,28704.695,,,,,,
Moderate_Risk:Fibonacci,954,47.4,979.834,-1001,-33.367,33075.964,,,,,,
Moderate_Risk:Fibonacci,955,45.833,764.351,-2357,-78.567,7510.599,,,,,,
Moderate_Risk:Fibonacci,956,56.433,954.668,-1530,-51,16180,,,,,,
Moderate_Risk:Fibonacci,957,51.6,937.007,-1286,-42.867,31864.947,,,,,,
Moderate_Risk:Fibonacci,958,51.033,702.654,-1273,-42.433,43606.599,,,,,,
Moderate_Risk:Fibonacci,959,44.6,910.041,-1782,-59.4,16111.559,,,,,,
Moderate_Risk:Fibonacci,960,51.833,1217.247,1028,34.267,86159.995,,,,,,
Moderate_Risk:Fibonacci,961,51.8,796.372,-2097,-69.9,15198.576,,,,,,
Moderate_Risk:Fibonacci,962,41.467,583.637,-3000,-100,0,,,,,,
Moderate_Risk:Fibonacci,963,55.133,1011.568,877,29.233,75587.978,,,,,,
Moderate_Risk:Fibonacci,964,54.4,869.145,-1093,-36.433,24781.357,,,,,,
Moderate_Risk:Fibonacci,965,57.9,1023.541,317,10.567,47157.013,,,,,,
Moderate_Risk:Fibonacci,966,52.3,751.114,-1321,-44.033,27927.895,,,,,,
Moderate_Risk:Fibonacci,967,54.367,995.551,-490,-16.333,27719.333,,,,,,
Moderate_Risk:Fibonacci,968,42.433,827.702,-1937,-64.567,26226.323,,,,,,
Moderate_Risk:Fibonacci,969,52.267,996.064,-1452,-48.4,15233.972,,,,,,
Moderate_Risk:Fibonacci,970,54.7,925.666,-880,-29.333,51462.782,,,,,,
Moderate_Risk:Fibonacci,971,62.533,1126.189,150,5,36211.379,,,,,,
Moderate_Risk:Fibonacci,972,50.033,904.861,-1295,-43.167,17441.454,,,,,,
Moderate_Risk:Fibonacci,973,54.133,890.809,-1113,-37.1,26167.679,,,,,,
Moderate_Risk:Fibonacci,974,45.567,1007.495,-655,-21.833,40156.833,,,,,,
Moderate_Risk:Fibonacci,975,45.7,712.286,-2282,-76.067,9288.892,,,,,,
Moderate_Risk:Fibonacci,976,54.733,1229.995,-436,-14.533,29588.189,,,,,,
Moderate_Risk:Fibonacci,977,55.6,1108.938,-1010,-33.667,20366.644,,,,,,
Moderate_Risk:Fibonacci,978,50.9,717.266,-2259,-75.3,10046.562,,,,,,
Moderate_Risk:Fibonacci,979,49.567,902.668,-939,-31.3,35808.907,,,,,,
Moderate_Risk:Fibonacci,980,52.367,881.413,-1563,-52.1,16014.783,,,,,,
Moderate_Risk:Fibonacci,981,44.2,879.614,-880,-29.333,46114.92,,,,,,
Moderate_Risk:Fibonacci,982,49.6,909.007,-1710,-57,19244.966,,,,,,
Moderate_Risk:Fibonacci,983,58,1055.241,-441,-14.7,33854.976,,,,,,
Moderate_Risk:Fibonacci,984,47.933,749.306,-1417,-47.233,23341.978,,,,,,
Moderate_Risk:Fibonacci,985,42.833,635.73,-2335,-77.833,14740.833,,,,,,
Moderate_Risk:Fibonacci,986,53.933,1259.03,-85,-2.833,42828.075,,,,,,
Moderate_Risk:Fibonacci,987,52.633,936.999,-736,-24.533,27614.878,,,,,,
Moderate_Risk:Fibonacci,988,58.033,1057.551,610,20.333,43814.92,,,,,,
Moderate_Risk:Fibonacci,989,54.533,851.292,-946,-31.533,35910.326,,,,,,
Moderate_Risk:Fibonacci,990,58.267,1027.306,351,11.7,42088.562,,,,,,
Moderate_Risk:Fibonacci,991,48.6,993.49,-1180,-39.333,18476.782,,,,,,
Moderate_Risk:Fibonacci,992,57.067,829.789,-553,-18.433,54130.047,,,,,,
Moderate_Risk:Fibonacci,993,52.433,1248.668,-525,-17.5,40249.776,,,,,,
Moderate_Risk:Fibonacci,994,54.867,922.74,738,24.6,105430.179,,,,,,
Moderate_Risk:Fibonacci,995,35.2,336.234,-2874,-95.8,529.2,,,,,,
Moderate_Risk:Fibonacci,996,53.933,1025.926,1616,53.867,161573.223,,,,,,
Moderate_Risk:Fibonacci,997,57.7,1101.114,339,11.3,37678.079,,,,,,
Moderate_Risk:Fibonacci,998,46.767,787.633,-2244,-74.8,9243.752,,,,,,
Moderate_Risk:Fibonacci,999,46.833,958.144,-874,-29.133,26368.947,,,,,,
